account_id,contact_id,insurance_type
33358836,15692112,Health Insurance
58886322,54832401,Health Insurance
60563255,38170787,Car Insurance
43409547,14411686,Car Insurance
4322207,22283717,Health Insurance
87758620,44787675,Health Insurance
68703078,50783879,Car Insurance
32318271,23570659,Car Insurance
42958309,51012752,Car Insurance
7678281,4431614,House Insurance
60899362,49882895,House Insurance
27345363,41154576,Health Insurance
82692563,92628681,Health Insurance
49616688,75891237,Health Insurance
22129769,59243034,House Insurance
15093698,97626243,Health Insurance
76338475,78720535,Health Insurance
87833603,48550577,Car Insurance
39647695,34771,Health Insurance
19738010,48299646,Health Insurance
99158702,74635327,Car Insurance
42502550,44175420,Health Insurance
9406312,63101850,Health Insurance
37352137,54889194,Car Insurance
99649133,68499297,House Insurance
68697740,22554016,Health Insurance
31897229,42723106,Car Insurance
17564848,34467810,Car Insurance
74323117,44941371,Car Insurance
23657345,35431745,House Insurance
50966972,34867870,Health Insurance
71771902,21765854,Car Insurance
88549277,58746095,Health Insurance
79776996,43189029,Health Insurance
26946812,90584443,Car Insurance
23417143,4196215,Health Insurance
50839190,49592529,Health Insurance
37706210,42885832,Health Insurance
15143143,2819768,House Insurance
31757496,79458295,Car Insurance
8258574,63891833,Health Insurance
85527361,15695809,Car Insurance
54505598,20595661,House Insurance
69541459,89143295,Health Insurance
97803322,31217241,Car Insurance
55934765,91900847,House Insurance
3844892,53495772,House Insurance
42961957,15270519,House Insurance
50475804,46414875,Health Insurance
89832739,49832962,Health Insurance
21252257,89483578,Health Insurance
84792128,82445090,Health Insurance
79274046,74276262,Car Insurance
15723253,72081230,Car Insurance
80264185,39216737,Car Insurance
55306843,32453498,Health Insurance
47900220,55373563,Car Insurance
18749526,8372021,House Insurance
29459463,25336678,Health Insurance
96642383,2438489,Car Insurance
54439951,82249183,Health Insurance
80030069,62152663,Car Insurance
30005492,75163667,Health Insurance
38337533,22449104,Health Insurance
20378032,44853503,House Insurance
8996226,62730716,Car Insurance
13797657,74982012,House Insurance
25628248,78757303,House Insurance
37172887,3477869,Car Insurance
88100301,67769839,House Insurance
88988682,8879650,House Insurance
28606800,12915323,House Insurance
41218936,38546472,Health Insurance
38304571,78053908,House Insurance
18168043,82055721,Car Insurance
54672738,54832401,Car Insurance
59215766,81563985,Health Insurance
33228351,35182871,House Insurance
25182871,82934362,Health Insurance
15101763,83514609,Health Insurance
69642218,83481989,Health Insurance
39838976,6425839,House Insurance
78070296,42757506,Car Insurance
83349446,77311437,Health Insurance
78525256,88820251,Car Insurance
74947558,5063327,Health Insurance
46669532,4213558,Health Insurance
25602471,6355957,Health Insurance
14417410,30593101,Health Insurance
4698818,94870420,House Insurance
25662494,70485087,Health Insurance
16460067,27671070,Car Insurance
16110161,39337602,House Insurance
83580856,30978572,Car Insurance
30048898,30365469,Car Insurance
31593255,82765746,Car Insurance
37991776,19077315,Car Insurance
50138275,79160286,Health Insurance
36843700,60107372,Health Insurance
39296998,75680211,Health Insurance
87269388,34394281,Health Insurance
42172996,24074425,Health Insurance
10061560,93609367,Car Insurance
39436073,26252996,Car Insurance
15760656,54337897,Car Insurance
33799331,30860755,Car Insurance
48468363,802113,Car Insurance
57779600,24627274,Health Insurance
3666959,62607069,House Insurance
95933922,20321281,Health Insurance
68214976,13519460,Car Insurance
97040613,97094890,Car Insurance
85026669,13643801,House Insurance
71808640,43009704,House Insurance
13551054,40334651,Health Insurance
30686411,71945192,Health Insurance
71994860,82006031,House Insurance
46125397,75505366,Car Insurance
77355207,18634363,House Insurance
41791735,44390224,Car Insurance
89587245,92297845,House Insurance
25787493,45776947,Car Insurance
5613694,25173606,Car Insurance
95785590,47081093,House Insurance
44917640,71191389,Car Insurance
17549597,11476793,House Insurance
39164,23142343,Car Insurance
20604589,34298497,House Insurance
1977336,10296557,Car Insurance
80947974,5840909,Car Insurance
9378715,57440689,House Insurance
82046172,45658080,Car Insurance
20885726,38061770,Car Insurance
31443080,471469,House Insurance
80867419,12067131,House Insurance
48396686,51453652,House Insurance
18064691,50413095,Car Insurance
64287470,8278487,House Insurance
86728263,72782769,Health Insurance
792721,44947339,Car Insurance
16270322,86773404,Health Insurance
78280410,21467915,Car Insurance
33479202,13810591,Car Insurance
24553135,95432372,Car Insurance
43827315,13996947,Health Insurance
52898472,9808200,Health Insurance
6833251,35308437,Health Insurance
85471429,55613676,House Insurance
60208085,40160651,Health Insurance
37401903,71816572,Health Insurance
94409178,87303712,Health Insurance
34397293,34988556,House Insurance
14837044,13519547,House Insurance
95565268,67390730,Car Insurance
56047706,17123672,Health Insurance
31024675,35134862,Health Insurance
415404,90860770,House Insurance
88177684,39937332,Car Insurance
82007338,65794025,Health Insurance
86576298,50861414,Car Insurance
26394584,3009726,Car Insurance
51569340,28289747,Car Insurance
6001488,8841744,Car Insurance
11305216,31125390,Car Insurance
79412209,99249621,Car Insurance
3458630,64378038,House Insurance
54022418,72158425,House Insurance
31409686,91576636,House Insurance
38131468,93240420,Health Insurance
46852823,74156841,Car Insurance
79708094,2641151,Car Insurance
95088449,55501467,Health Insurance
31894598,51023878,House Insurance
99858850,79045806,Car Insurance
70756238,17365801,Car Insurance
60930635,37521450,Car Insurance
95851377,43573190,Health Insurance
38101509,57766158,Health Insurance
35009669,98205052,House Insurance
31407145,44186705,Car Insurance
28639984,52480492,Health Insurance
37900363,6256725,House Insurance
95393814,73737578,Health Insurance
64494447,27085913,House Insurance
18000984,87306698,House Insurance
49572076,62987273,Car Insurance
73815447,39066445,Health Insurance
99159438,72684731,Health Insurance
44865967,96496171,House Insurance
28059482,79689348,Car Insurance
72299797,881233,House Insurance
63729509,55538213,House Insurance
93520645,77846148,House Insurance
88886288,19560688,Health Insurance
27971231,96226513,House Insurance
94821887,81005192,Car Insurance
11424313,17534820,House Insurance
42882046,11766404,House Insurance
40228439,18896105,House Insurance
83732626,38834234,Car Insurance
46446489,3286344,Car Insurance
17297097,82510328,Health Insurance
91857777,78714410,House Insurance
35352576,81025226,Car Insurance
64291022,65421191,Health Insurance
61094562,87284722,Health Insurance
22898224,98957527,Health Insurance
90067644,9326769,House Insurance
14968849,43839410,Car Insurance
15449091,15289863,House Insurance
4193065,65721621,Health Insurance
31477115,67516264,House Insurance
19359309,24896921,House Insurance
33149292,55634447,Health Insurance
64026318,43132084,House Insurance
72766611,60154127,Health Insurance
9967393,28490703,House Insurance
4441283,16803157,House Insurance
58926320,32228642,Health Insurance
34151568,47328335,Health Insurance
33377654,94066521,Health Insurance
98488626,42746152,Health Insurance
56963355,23337094,House Insurance
43449607,90213112,Car Insurance
6908554,61437334,House Insurance
52670967,5925771,House Insurance
49853634,17242182,Car Insurance
76491392,25991893,Health Insurance
56654275,67911781,Car Insurance
11776377,84011025,Car Insurance
23874772,96821932,Car Insurance
86247679,64898746,House Insurance
96454171,11956519,Health Insurance
51101928,21395727,House Insurance
47612791,1666176,Health Insurance
45127097,93329091,House Insurance
45709501,73128310,House Insurance
28006268,13371021,Health Insurance
56571235,91994203,House Insurance
66604794,42755628,Health Insurance
47658397,24241060,Health Insurance
59005156,47595769,House Insurance
25077037,95448286,Health Insurance
45009672,87444513,House Insurance
45137980,12351085,Health Insurance
56371572,69614813,Car Insurance
48158942,65449020,Health Insurance
89199246,47447462,House Insurance
76321989,64016655,House Insurance
71277322,50637025,Health Insurance
69313645,13352138,House Insurance
15560719,7328132,House Insurance
6110525,48215297,Health Insurance
21293302,99266795,Health Insurance
77447131,38794199,Car Insurance
33010238,61827068,Car Insurance
78534963,84869794,House Insurance
7223963,63484425,Health Insurance
52271282,55774390,Health Insurance
36408800,41212045,House Insurance
75868588,47076056,House Insurance
718512,51156851,Health Insurance
77528529,8574714,Health Insurance
6052163,17900816,Health Insurance
87998208,60865415,House Insurance
41408310,74202219,Health Insurance
31575973,60203446,Health Insurance
14090154,77805912,House Insurance
54903988,74465121,Car Insurance
8472260,59616549,Car Insurance
32343104,29063325,House Insurance
83384745,46937175,Health Insurance
45676142,23586841,Health Insurance
83955969,72378878,Health Insurance
40277181,73268020,Car Insurance
28188237,21862102,House Insurance
44290153,5083913,Health Insurance
23976827,71846802,House Insurance
56454388,48021135,House Insurance
11186694,87288595,Car Insurance
97704826,87665438,House Insurance
89601167,53755645,Car Insurance
28717458,12005049,Health Insurance
61061188,47813571,House Insurance
66497715,56722608,Health Insurance
26329820,91303431,Car Insurance
58573485,60163403,Health Insurance
16351013,15783748,Car Insurance
78769556,79777215,Car Insurance
82905415,41633906,Health Insurance
82505470,99271675,Car Insurance
10084608,48040394,Car Insurance
52478018,28354523,House Insurance
16270925,54405000,Car Insurance
94841580,19100549,Car Insurance
72310388,47664078,Car Insurance
75243968,93626863,Car Insurance
73189604,68470702,Car Insurance
98649233,95250716,Health Insurance
14699142,39142057,House Insurance
16045272,73348333,Car Insurance
66499523,5241849,Health Insurance
91968785,94845122,Car Insurance
55995791,90032587,Health Insurance
3304588,42198732,Health Insurance
263893,95024755,Car Insurance
56829375,9680584,House Insurance
26842406,51442065,Health Insurance
12725199,83365316,House Insurance
11435638,16678624,House Insurance
40767480,48784429,Car Insurance
77031317,88291776,House Insurance
68543727,40504857,Car Insurance
76879611,97533109,House Insurance
80330227,24188189,Health Insurance
97378583,55817563,Health Insurance
18028821,2804931,House Insurance
98888703,70236373,House Insurance
19067728,99491574,House Insurance
83606615,4946986,Car Insurance
56350245,16146964,House Insurance
46957707,49380365,House Insurance
93736086,89237974,House Insurance
49199794,17240950,Health Insurance
42437412,77584911,Health Insurance
26843122,4120668,Car Insurance
38262728,24682825,Car Insurance
84660956,2426881,House Insurance
29133564,54390487,Health Insurance
28210325,18327755,Car Insurance
93449455,67400127,Car Insurance
49767705,61427298,Car Insurance
71801327,95764505,Health Insurance
56342580,79677915,House Insurance
38049994,75993785,House Insurance
97077461,40666014,House Insurance
15885555,32705830,Car Insurance
36533933,1187148,Health Insurance
12759978,45339723,Health Insurance
65180976,17661988,House Insurance
27670867,88875752,House Insurance
20085985,43459875,Health Insurance
99000212,87817822,Car Insurance
49610240,51456952,House Insurance
23328496,59602076,Car Insurance
14755882,20330699,Health Insurance
37320944,89138438,House Insurance
39418992,41469758,House Insurance
38026663,60882606,House Insurance
92786780,90529993,House Insurance
59690234,52583922,Car Insurance
44607006,71808335,Health Insurance
2841744,43970977,House Insurance
7477003,93801333,Car Insurance
18748712,90994002,House Insurance
44532093,15408243,Health Insurance
94285332,96985637,Car Insurance
4246173,76918986,Health Insurance
52754318,4158936,Health Insurance
62085205,84716239,Health Insurance
50885150,66210422,Car Insurance
79486690,38321817,House Insurance
81562441,67146405,Car Insurance
50958707,6426917,House Insurance
82907937,93660336,House Insurance
55973908,90537212,House Insurance
44136894,54816104,House Insurance
94656316,5322310,House Insurance
99200038,41744197,House Insurance
43218439,57242185,House Insurance
5112154,17727053,Car Insurance
52630515,95084565,Car Insurance
25345270,69245372,Car Insurance
29348884,52609278,Car Insurance
80638916,97534564,Health Insurance
75478127,66828724,Health Insurance
74295247,6390131,Car Insurance
38120265,73176673,House Insurance
59247325,17290452,Health Insurance
41948301,60050996,Car Insurance
87779674,24977831,House Insurance
49490271,14149490,House Insurance
24813236,67730283,Health Insurance
93318208,24619135,Health Insurance
1075496,31480433,House Insurance
70291458,80804258,House Insurance
73581468,58764757,Car Insurance
63779588,2613349,House Insurance
50142188,48649913,Car Insurance
71621400,80332584,House Insurance
91905126,40851704,Car Insurance
19152206,21532375,House Insurance
80522389,75720156,Health Insurance
79823809,8796028,Health Insurance
80711572,46292933,House Insurance
74235884,90219790,Health Insurance
98166250,90835073,House Insurance
76831593,11057591,Car Insurance
84685957,38740359,Car Insurance
9064405,66226702,Car Insurance
18965519,99064818,House Insurance
70263813,76615083,Car Insurance
44185298,22043593,Car Insurance
97568507,38064662,Car Insurance
34272381,23077884,Health Insurance
86767002,53613479,Health Insurance
54925334,78616003,Car Insurance
26666537,15268239,Car Insurance
38677433,77619805,Health Insurance
9846380,1630057,Health Insurance
42445587,35545897,Health Insurance
75167187,46996294,House Insurance
70667747,69228915,House Insurance
61861090,60524444,Car Insurance
33665069,23280079,Car Insurance
36575212,9231366,House Insurance
71337998,20000371,House Insurance
84450417,49563633,Health Insurance
95248206,79952548,House Insurance
22229657,1541366,Health Insurance
52436046,68389865,Car Insurance
60964983,46802608,House Insurance
10130191,42313073,Health Insurance
41744144,71052493,House Insurance
81658062,91233059,Car Insurance
64108617,38204509,House Insurance
43978871,68403111,Health Insurance
95869325,11573163,Car Insurance
20318963,34959034,Health Insurance
59224679,85470282,House Insurance
68244712,72976445,Car Insurance
13333184,24512952,Car Insurance
67912425,8580897,Car Insurance
43995319,70065810,Health Insurance
49265452,52789749,Health Insurance
74283813,7890760,Car Insurance
18750430,41569997,Car Insurance
22333723,54533019,House Insurance
82731890,88845574,Health Insurance
33148434,78958924,Health Insurance
66195456,74188807,Health Insurance
6352629,45318694,Car Insurance
72868814,25500975,House Insurance
25392609,71916980,House Insurance
28114376,84316459,Car Insurance
67561356,3062392,House Insurance
88376370,56298251,Car Insurance
17922356,67087392,House Insurance
52647827,88452865,House Insurance
82674943,68760836,Health Insurance
50745724,8788880,Health Insurance
94386829,88106275,Health Insurance
18006883,25383819,Health Insurance
14136208,59825681,Health Insurance
37406446,58016179,House Insurance
85254811,92802031,Car Insurance
24717635,58834266,House Insurance
47950874,58843625,Health Insurance
54113872,98416041,House Insurance
3774766,22108235,Car Insurance
97453349,91037077,Health Insurance
41080682,62294751,House Insurance
37617963,78762811,House Insurance
37963283,91696535,Health Insurance
19134600,89014671,Car Insurance
61219577,50653830,House Insurance
26984030,62098508,Car Insurance
51996887,84761389,Car Insurance
95305648,62419783,Car Insurance
58094942,35348385,Health Insurance
59913294,80738965,House Insurance
17523713,35357596,House Insurance
81897153,73245544,Car Insurance
12470474,46578524,Health Insurance
88722920,4168606,Health Insurance
89989063,9753046,Health Insurance
98262135,20427303,Health Insurance
61888190,82943562,Car Insurance
56136475,11265169,House Insurance
97820610,66622501,House Insurance
47597922,98321454,House Insurance
50778326,52546054,Health Insurance
25582303,8518311,Health Insurance
65926753,44601866,Car Insurance
3807277,93290632,House Insurance
81885957,63278942,House Insurance
31609342,6569939,Car Insurance
17613520,6070386,Health Insurance
89801039,60086346,Car Insurance
83103054,68685433,Health Insurance
9241332,95871687,Health Insurance
70850423,8889376,Health Insurance
66888292,32142051,Health Insurance
15244864,85567742,Health Insurance
20147128,33282857,House Insurance
87326987,70794037,House Insurance
3660428,23300314,Health Insurance
58724147,79065593,House Insurance
53220094,90449657,Health Insurance
45626088,98368224,House Insurance
30360550,90108138,House Insurance
44290234,25318227,Health Insurance
55557341,89281950,Car Insurance
26362502,60082439,House Insurance
22108479,45090915,House Insurance
92199144,24655855,House Insurance
30440777,14676129,House Insurance
76087150,89471430,Health Insurance
18357027,61008005,House Insurance
20055376,54672938,Car Insurance
72310036,2934696,Health Insurance
66182113,5994954,Car Insurance
65942301,74639531,House Insurance
38424190,97292978,House Insurance
27833451,42042760,House Insurance
92102597,27070619,House Insurance
78454372,51155270,House Insurance
24173705,32549064,Health Insurance
25201965,66132660,Car Insurance
54680342,83998568,House Insurance
87046494,34201045,Car Insurance
15489770,33321090,House Insurance
6993937,69712200,Car Insurance
73984468,62198095,House Insurance
73784141,30341400,Health Insurance
75438198,29017314,Health Insurance
98870847,30356421,Car Insurance
81464104,66242922,Car Insurance
78517345,96392006,Car Insurance
39814278,24655855,House Insurance
79580572,82018059,House Insurance
77728478,70747505,House Insurance
24032365,37219361,House Insurance
77458568,79388882,Health Insurance
79803531,3147739,Health Insurance
34611159,8516827,Car Insurance
54089804,63663886,Health Insurance
19970440,46512962,House Insurance
839076,69197199,House Insurance
97903085,93935849,Health Insurance
34126268,55201262,Car Insurance
96116832,57425925,Health Insurance
28948298,84001336,House Insurance
21151958,44806463,Health Insurance
22378214,90354600,House Insurance
94685007,62602496,Health Insurance
72369622,91307709,Health Insurance
51142159,82373334,Health Insurance
25679821,16800434,House Insurance
23233817,56856292,House Insurance
24545359,46033522,Car Insurance
76645165,67370815,House Insurance
10382760,71240544,Car Insurance
59433155,33217896,House Insurance
44795700,52904316,Car Insurance
97378584,30176340,Health Insurance
63464823,62540152,House Insurance
76653097,15062067,Health Insurance
71003485,79695180,Health Insurance
26294100,22838144,House Insurance
99995458,1520519,Health Insurance
60778333,28483181,House Insurance
64389893,39188864,Car Insurance
83905486,12952437,Health Insurance
50793167,71232054,Health Insurance
77818030,16123149,Car Insurance
40043764,9303633,Health Insurance
95863320,39737758,Car Insurance
7478950,76496933,Health Insurance
21773874,10034134,House Insurance
83855307,28051590,Health Insurance
87364722,85939202,Health Insurance
50289674,4928670,Health Insurance
12250482,3550577,Car Insurance
67843320,53428892,Car Insurance
74795200,81113193,House Insurance
71678536,51809548,Health Insurance
61570633,85125886,Car Insurance
78743621,82509744,Health Insurance
43220757,13649166,Car Insurance
87598512,56681596,House Insurance
24512789,31662558,Health Insurance
43526726,49699789,House Insurance
96229862,99049762,Health Insurance
14302063,34609101,House Insurance
10855778,80496983,Car Insurance
46681248,79187010,House Insurance
33510082,80554508,House Insurance
29241272,58319013,Car Insurance
14324928,43401880,Car Insurance
27183126,47280791,Car Insurance
25245714,3960256,Health Insurance
27890794,99502596,Health Insurance
27336095,60223491,House Insurance
3329188,53656542,Health Insurance
50319734,26136145,House Insurance
6411179,6375622,Car Insurance
7802720,85741614,Health Insurance
58632422,77051214,House Insurance
52160842,92270877,House Insurance
86198805,4433476,Car Insurance
36107856,66874464,House Insurance
24746408,85055555,House Insurance
30302108,60120560,Health Insurance
18989077,82197882,Car Insurance
68590458,15020926,Car Insurance
83226038,27758393,House Insurance
47104747,96279033,Health Insurance
41114908,25624419,House Insurance
21968876,99587443,Health Insurance
98728935,16599714,Health Insurance
2988773,78278660,Health Insurance
62552403,77550751,Health Insurance
8955514,75167030,Car Insurance
75688661,66073938,Health Insurance
19598282,13391110,House Insurance
68862460,47675648,Health Insurance
74474407,42295735,Health Insurance
47181128,21306970,Car Insurance
37556869,52319836,Car Insurance
63795617,66213691,House Insurance
63138987,78858841,Car Insurance
51527965,40716487,House Insurance
91139550,86066429,House Insurance
63869006,79470026,House Insurance
50827895,21971955,Car Insurance
35454214,69279383,Car Insurance
41006357,24324544,Health Insurance
40593240,30985893,Car Insurance
24072668,70172345,House Insurance
88502900,29888069,House Insurance
57380851,83623108,House Insurance
15392817,28556139,Car Insurance
51737636,68529200,Health Insurance
2190541,53675681,Car Insurance
32126729,18710184,House Insurance
96639893,70884968,Car Insurance
64437045,14897642,Health Insurance
67074759,92173223,House Insurance
49160961,72073375,Car Insurance
53218858,22324868,Health Insurance
85285605,23720717,House Insurance
32312061,33187928,Health Insurance
87942512,50502981,Health Insurance
47138859,37638907,House Insurance
52448016,54060785,Health Insurance
59669246,87537178,House Insurance
16673036,16617992,Health Insurance
14751083,20539513,Car Insurance
99191780,61274361,Health Insurance
10946729,1640085,House Insurance
25077496,77497655,House Insurance
24874167,59502992,Health Insurance
65052406,99535332,Health Insurance
46104350,98593643,Health Insurance
38837801,42156196,Health Insurance
68599189,56993321,Health Insurance
73205788,55094177,Car Insurance
91853728,29578890,Car Insurance
50630853,15390225,Health Insurance
78226755,471469,Health Insurance
25272037,14319400,Health Insurance
89217023,74740101,House Insurance
39834209,85671817,House Insurance
88786143,58097505,House Insurance
22586368,50131182,Health Insurance
81674601,22526669,Car Insurance
98909447,73978654,Car Insurance
80573050,57318261,Car Insurance
92470873,58523380,Health Insurance
80398378,51265772,Car Insurance
28337354,60958322,House Insurance
90315006,67477280,House Insurance
70925727,74441988,Car Insurance
2674757,32537541,Car Insurance
61649480,29823105,House Insurance
84310605,35328890,Car Insurance
49835009,94291009,Car Insurance
28698089,54876247,Health Insurance
83346062,40501467,Car Insurance
41382206,8893238,Health Insurance
4749389,95479451,Health Insurance
81444844,81744119,Car Insurance
22973427,3344960,Health Insurance
45508813,16504048,Health Insurance
32399159,17344158,Car Insurance
40733995,72308337,House Insurance
82252856,99177549,Health Insurance
93920124,8153239,House Insurance
36053560,14287676,Health Insurance
22066739,30609481,Health Insurance
92036946,10498474,Car Insurance
62814034,39741612,Health Insurance
46778246,51175268,Health Insurance
24695919,57057365,Car Insurance
97508827,1569248,Health Insurance
82413675,12310486,Car Insurance
13881920,76651577,House Insurance
78796044,9095416,Car Insurance
22084838,27007814,Car Insurance
40206582,53932986,Car Insurance
82491600,79801549,Health Insurance
97210929,12363359,House Insurance
37746524,61678081,Car Insurance
77696251,43028673,Car Insurance
22877341,94702977,House Insurance
39961312,42244546,Car Insurance
95174037,72040156,Car Insurance
40974099,39790950,Health Insurance
52106153,31899638,House Insurance
42202064,38544063,Car Insurance
42055995,81797233,Car Insurance
60527991,85981947,Car Insurance
31702694,98015618,Car Insurance
20220878,46122224,Car Insurance
74626409,86430147,Car Insurance
48747256,13404652,Health Insurance
21499320,48368183,House Insurance
79554283,89355527,Health Insurance
56170489,23300812,Health Insurance
46265513,87013738,House Insurance
12108673,63224813,House Insurance
92291182,18640024,Car Insurance
81983520,92615907,House Insurance
82951594,52997602,House Insurance
96628962,96507754,Car Insurance
74746281,66090374,Health Insurance
19822027,12128231,Car Insurance
85568785,3028092,Car Insurance
62378755,72694932,House Insurance
22583292,24530795,Car Insurance
45570799,87859176,House Insurance
59980085,48058263,Health Insurance
3956498,78188615,Car Insurance
83066530,67120283,House Insurance
29936194,19252946,House Insurance
71715842,31327568,Car Insurance
45925199,22722139,Car Insurance
98056779,69898997,Car Insurance
98066154,75089372,Health Insurance
46770806,93330594,House Insurance
91284407,8680343,House Insurance
71734523,49743714,Car Insurance
43601699,9190394,Health Insurance
44951150,17773547,Car Insurance
62318500,49414270,Health Insurance
54929412,75581383,Health Insurance
22334688,48525371,Car Insurance
57686141,55723669,Car Insurance
54361287,47779229,House Insurance
59922657,10829041,Health Insurance
36751832,83236142,House Insurance
3686686,57522284,House Insurance
20131319,83724393,Car Insurance
16105390,56349386,Health Insurance
65614745,90277545,House Insurance
82664587,84245468,Car Insurance
16764181,91470301,Car Insurance
38263745,31702299,House Insurance
70167082,16793867,Car Insurance
94832762,592961,Health Insurance
31347610,99628277,Car Insurance
67780585,85023430,Health Insurance
95001372,54164924,Health Insurance
15413953,12090329,Health Insurance
82458526,77993558,Health Insurance
21552961,84293095,House Insurance
58812358,52841256,Car Insurance
58188196,76460048,Health Insurance
89860952,39278667,House Insurance
76201990,97903651,House Insurance
8891738,25991893,Health Insurance
42022467,56014620,House Insurance
74793565,64250300,Health Insurance
77048959,87099277,Car Insurance
30103523,17230432,Car Insurance
47998653,42894355,Health Insurance
77368134,88641970,House Insurance
36486703,13143215,House Insurance
65206793,93982643,House Insurance
98828927,1025179,House Insurance
19384414,24959889,House Insurance
7619677,81671396,House Insurance
6710458,8208803,Car Insurance
73792709,72890693,Car Insurance
10965018,11195551,Car Insurance
99859988,42706556,Health Insurance
51574153,89779871,Health Insurance
56693405,85314955,Car Insurance
36055569,20056236,House Insurance
94692421,44263396,Car Insurance
89141734,89602382,Health Insurance
45936976,696851,House Insurance
83240459,12051170,Health Insurance
41003290,57581203,Car Insurance
53791659,98634210,House Insurance
80435169,64072838,Car Insurance
57078658,48456562,Health Insurance
7376702,21687536,Car Insurance
8366357,48310845,Car Insurance
80869498,45994876,Car Insurance
11907349,39238559,House Insurance
80196872,99703753,Car Insurance
66145459,45557715,Car Insurance
62443064,1393261,House Insurance
60951182,65950227,Health Insurance
42745897,92270877,Health Insurance
45812099,56027468,House Insurance
21982191,62824877,Health Insurance
13364728,97792350,House Insurance
34385492,54066038,Car Insurance
67297759,63017206,House Insurance
31662177,28832006,House Insurance
69737692,65976551,Health Insurance
58347147,8693807,Health Insurance
44101935,49325721,Health Insurance
58683620,17708845,Health Insurance
44949561,20586050,Car Insurance
89111800,84196320,House Insurance
79547051,22507927,House Insurance
56992066,68959249,Car Insurance
46444207,63424759,Health Insurance
96704235,92486814,Car Insurance
68162490,42607193,Health Insurance
2450399,23539135,Car Insurance
86164996,62882524,House Insurance
91671554,94388360,House Insurance
70425146,74839119,Car Insurance
47338224,62737407,House Insurance
66506893,20378883,House Insurance
33408534,63420626,Car Insurance
54714137,63891008,Health Insurance
70034556,70056538,House Insurance
21777921,44346970,Car Insurance
31904233,89991741,Car Insurance
14886876,21211685,Health Insurance
73624315,47906929,House Insurance
40870901,5557590,Health Insurance
64563713,82622386,House Insurance
60809694,45617509,House Insurance
61126015,64363258,Car Insurance
26398178,64315664,Car Insurance
42395916,99389309,Health Insurance
9628327,9906478,House Insurance
85851978,71235101,Car Insurance
94527122,68525632,Car Insurance
79298301,48757104,House Insurance
98044809,34235277,House Insurance
35306599,99227294,House Insurance
86956164,83321487,Health Insurance
5361257,45534537,House Insurance
75414350,1456249,House Insurance
23093296,26300068,House Insurance
36902348,88970135,House Insurance
98933837,56804047,House Insurance
87269230,12011533,Car Insurance
23563026,14461171,Health Insurance
6291076,22396401,House Insurance
16050672,38896524,House Insurance
50611688,20558815,Health Insurance
83557068,9696199,Health Insurance
7312427,23720717,Car Insurance
56876459,28862492,Car Insurance
94922321,27842157,Health Insurance
34671439,69473276,Health Insurance
8123861,16708101,Health Insurance
61082823,31883013,House Insurance
90033830,1429316,Car Insurance
53705688,8736414,Health Insurance
25114370,36630409,House Insurance
81480305,85995031,Car Insurance
18347937,57867673,House Insurance
79823102,74447355,Car Insurance
58994076,50213576,Health Insurance
36604340,50178476,Health Insurance
60194576,75362629,Health Insurance
79798183,64462942,Car Insurance
78768558,49225828,Car Insurance
99286883,59159753,Health Insurance
99217590,86301161,Car Insurance
71366195,33996342,House Insurance
52975749,14622187,House Insurance
41038371,3020909,House Insurance
71015354,38511716,House Insurance
97573872,17378506,Car Insurance
87587227,52998076,Health Insurance
68111015,26717482,Car Insurance
69061444,37242996,Health Insurance
74540644,9696199,Car Insurance
10974837,5964059,Car Insurance
60814823,72245656,Car Insurance
10865114,57725068,House Insurance
83197576,72694754,Car Insurance
26938353,82087443,Car Insurance
7982572,784607,Health Insurance
59402445,25470528,Health Insurance
47325877,99183112,Car Insurance
68205408,58051263,House Insurance
15332285,32203730,Car Insurance
52160189,58301925,Health Insurance
82221328,80040745,House Insurance
41263652,82669461,Health Insurance
74510666,23808241,House Insurance
41457724,53495090,House Insurance
36877433,39870978,Health Insurance
5740748,14049321,Health Insurance
47650113,23837793,Car Insurance
77938894,29389952,Health Insurance
27569124,80593162,Health Insurance
2944910,93090457,Car Insurance
71625759,96020048,House Insurance
43961586,55562139,Health Insurance
18860682,88450878,Health Insurance
84648625,65248896,Car Insurance
65679738,64608317,Car Insurance
79213120,8175902,Health Insurance
65964256,96983536,House Insurance
45935518,40619730,House Insurance
56911056,23240517,House Insurance
82325967,11373218,Car Insurance
70635991,40402127,Health Insurance
28106585,79009848,Health Insurance
10386273,52153708,Health Insurance
25532282,59936931,Health Insurance
15903416,6422594,Car Insurance
39917658,25667615,House Insurance
34357734,24528309,Car Insurance
58166625,64483042,Car Insurance
3601823,49415546,Health Insurance
26780608,55059749,Car Insurance
33716844,36153953,Health Insurance
7816659,75668443,Health Insurance
28291949,93109936,House Insurance
52273227,61783154,Car Insurance
60277677,35475046,Car Insurance
71652989,87012226,Car Insurance
15412706,41333405,House Insurance
62716724,48339154,House Insurance
64349538,38640025,Health Insurance
53936344,68800370,House Insurance
76370451,95510285,Car Insurance
59185373,22308771,Health Insurance
17526297,3086579,Car Insurance
69798991,59933642,Car Insurance
476622,52820514,Car Insurance
66559388,78019253,Car Insurance
32224443,42966519,Health Insurance
97879401,49107110,Health Insurance
47012725,70228332,Car Insurance
98380925,86844165,Health Insurance
64632842,54044094,Car Insurance
49988087,59356202,House Insurance
93052092,81601453,Car Insurance
68979135,36395691,Car Insurance
